1773223260.240872,316.8424922854189,72.87748038703728,276.9412326592819,-89.99955296861164,10.069953808335455,-135.00092356893842
1773224029.4478548,352.779822296628,108.81762699670055,199.4940454535202,-90.21186643638407,62.23466275623955,-135.26091215250958
1773224393.2096002,359.95050657811964,115.98896330494229,262.23481955354566,-90.35915479608646,83.3518571916534,-135.37749048191156
1773224547.6570992,345.5491612928784,101.58745739054278,183.7950758550731,-89.97961998473669,49.10202373723068,-134.9729676602953
1773224991.8619108,313.21649564717814,69.25617897606415,406.70084840522094,90.04535667277251,35.31601608942138,45.028863401412266
1773225313.9282115,358.0461872311622,114.08490046024164,293.06379171000685,89.48287312873431,84.77045949916051,44.50148639491465
1773225377.1787124,329.8185075105957,85.8510618415358,225.32844230663073,-89.99971236764372,26.527907612449194,-135.00037191996623
1773225384.8982496,308.4747153002112,64.52234815168042,313.74877193713223,-89.99975573152523,3.034836943117302e-05,-135.0005708243371
1773225399.313438,343.9077854522988,99.94464701375983,184.9948238454055,-89.99982763566801,46.39481909556242,-135.00000256334988
1773225486.9617598,347.19567116789193,103.23491760303737,350.4444376082895,89.99928457079518,62.362164487457136,44.998751335410375
1773227365.8925457,318.29024702155164,74.32557113390119,270.90339766898853,-89.99965431879531,11.842369114122452,-135.00078255909557
1773228025.3559036,353.60995715746674,109.64881594027243,318.1488432014552,89.29213102275406,74.81296473332868,44.36566036912562
1773228100.1578448,343.01436825204274,99.05346127849239,355.59926810020545,89.41937021899805,59.82706246325118,44.535497198565956
1773228139.969366,330.30826205444936,86.34077018509326,223.56380071762942,-89.99986857921219,27.1612386123936,-135.00047273521727
1773228176.5839324,359.7013034756318,115.73944670444897,263.27862425649846,-89.99602376132049,83.86946476572233,-134.99682875903252
1773228603.3313787,351.7255152787562,107.76331608753844,195.2992117408985,-90.17942750931742,60.28724173850585,-135.22445470752965
1773228616.855927,357.93114057457836,113.96984869703212,293.90954435151673,89.47148494866013,84.43030466574213,44.491778879916275
1773228789.1532066,323.3473511518739,79.38100367388732,250.13932280015987,-89.99973180974072,18.188315795893534,-135.0006117694917
